,1
1,0.000234
1,0.000244
1,0.000244
1,0.000254
1,0.000264
1,0.000274
1,0.000292
1,0.000302
1,0.00032
1,0.000338
1,0.000368
1,0.000388
1,0.000426
1,0.000466
1,0.000514
1,0.000572
1,0.00064
1,0.000718
1,0.000816
1,0.000924
1,0.001062
1,0.001218
1,0.001406
1,0.001634
1,0.0019
1,0.002216
1,0.002592
1,0.00304
1,0.003566
1,0.004202
1,0.00494
1,0.005088
1,0.005224
1,0.005364
1,0.005506
1,0.005624
1,0.005722
1,0.005798
1,0.005998
1,0.00625
1,0.006552
1,0.006752
1,0.006956
1,0.00716
1,0.007418
1,0.007808
1,0.008384
1,0.00913
1,0.009978
1,0.011114
1,0.012426
1,0.013908
1,0.015524
1,0.017172
1,0.019046
1,0.021084
1,0.023346
1,0.026066
1,0.029228
1,0.032894
1,0.036996
1,0.041696
1,0.047026
1,0.052898
1,0.059238
1,0.066238
1,0.074016
1,0.084102
1,0.095626
1,0.108622
1,0.123566
1,0.140012
1,0.15766
1,0.176278
1,0.19587
1,0.21653
1,0.23822
1,0.260812
1,0.278546
1,0.302062
1,0.320322
1,0.355514
1,0.392292
1,0.45022
1,0.515534
1,0.580402
1,0.6405
1,0.706824
1,0.780032
1,0.860822
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
